id,ms_id,MSID,style,crop,crop_group,germplasm,organisation,short_name,long_name,description,subregion,countries,total_target_area,material_type,consumer_product_types,agroecological_zone,production_system,maturity,colors,time_horizon,status,is_tpp,is_pipeline,shareable_link
639,1288,MS01288,dt-active,Banana,"Roots, tubers and bananas (RTBs)",Dessert,IITA,Banana Dessert CAF MS01288,Banana - Dessert | Non-Hybrid | CAF | Food; Fresh Market | NA | Mid Altitude; Highlands | Rainfed | NA,,Central Africa,Democratic Republic of Congo(212400),212400,Non-Hybrid,Food; Fresh Market,Highlands; Mid Altitude,Rainfed,NA,NA,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Banana+Dessert+CAF+MS01288
166,372,MS00372,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize EAF MS00372,Maize | Hybrid | EAF | Food | White | Mid Altitude; High Altitude; Wet | Rainfed | Late,,East Africa,Ethiopia(950941); Kenya(738905); Tanzania(323178); Uganda(516785),2529809,Hybrid,Food,High Altitude; Mid Altitude; Wet,Rainfed,Late,White,Current,Active,Maize EAF CIMMYT TPP00072 ;Maize UGA NARO TPP00567 ;Maize ETH EIAR TPP00725 ;Maize KEN KALRO TPP00646 ;Maize TZA TARI TPP00583,Maize CIMMYT BP00030  ;Maize CIMMYT BP00030  ;Maize CIMMYT BP00030  ;Maize CIMMYT BP00030  ;Maize CIMMYT BP00031,https://glomip.cgiar.org/market-segments/profile/Maize+EAF+MS00372
167,373,MS00373,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize EAF MS00373,Maize | Hybrid | EAF | Food | White | Mid Altitude; Wet | Rainfed | Mid,,East Africa,Ethiopia(14353); Kenya(812217); Tanzania(1215277); Uganda(818110),2859957,Hybrid,Food,Mid Altitude; Wet,Rainfed,Mid,White,Current,Active,Maize KEN KALRO TPP00651 ;Maize KEN KALRO TPP00652 ;Maize EAF CIMMYT TPP00071 ;Maize TZA TARI TPP00584 ;Maize TZA TARI TPP00586 ;Maize UGA NARO TPP00566 ;Maize KEN KALRO TPP00644 ;Maize ETH EIAR TPP00726 ;Maize ETH EIAR TPP00724,Maize CIMMYT BP00030  ;Maize CIMMYT BP00030  ;Maize CIMMYT BP00029  ;Maize CIMMYT BP00029  ;Maize CIMMYT BP00029  ;Maize CIMMYT BP00029  ;Maize CIMMYT BP00029  ;Maize CIMMYT BP00029  ;Maize CIMMYT BP00029,https://glomip.cgiar.org/market-segments/profile/Maize+EAF+MS00373
168,374,MS00374,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize EAF MS00374,Maize | Hybrid | EAF | Food | White | Highlands | Rainfed | Mid; Late,,East Africa,Ethiopia(1320734); Kenya(389460); Tanzania(398024); Uganda(34566),2142784,Hybrid,Food,Highlands,Rainfed,Late; Mid,White,Current,Active,Maize KEN KALRO TPP00645 ;Maize ETH EIAR TPP00728 ;Maize UGA NARO TPP00568 ;Maize EAF CIMMYT TPP00073 ;Maize UGA NARO TPP00569,Maize CIMMYT BP00031  ;Maize CIMMYT BP00031  ;Maize CIMMYT BP00031  ;Maize CIMMYT BP00031  ;Maize CIMMYT BP00040,https://glomip.cgiar.org/market-segments/profile/Maize+EAF+MS00374
169,375,MS00375,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize EAF MS00375,Maize | Hybrid | EAF | Food | White | Mid Altitude; Dry | Rainfed | Early,,East Africa,Ethiopia(133555); Kenya(185556); Tanzania(693879); Uganda(39888),1052878,Hybrid,Food,Dry; Mid Altitude,Rainfed,Early,White,Current,Active,Maize KEN KALRO TPP00647 ;Maize KEN KALRO TPP00648 ;Maize KEN KALRO TPP00649 ;Maize ETH EIAR TPP00727 ;Maize TZA TARI TPP00585 ;Maize UGA NARO TPP00565 ;Maize EAF CIMMYT TPP00070,Maize CIMMYT BP00030  ;Maize CIMMYT BP00030  ;Maize CIMMYT BP00030  ;Maize CIMMYT BP00125  ;Maize CIMMYT BP00125  ;Maize CIMMYT BP00125  ;Maize CIMMYT BP00125,https://glomip.cgiar.org/market-segments/profile/Maize+EAF+MS00375
159,365,MS00365,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize LAC MS00365,Maize | Hybrid | LAC | Food; High Zn Biofortified | White | Tropical Lowlands | Rainfed | Late,,Latin America and the Caribbean,,,Hybrid,Food; High Zn Biofortified,Tropical Lowlands,Rainfed,Late,White,Future,Active,Maize LAC CIMMYT TPP00093,Maize CIMMYT BP00037,https://glomip.cgiar.org/market-segments/profile/Maize+LAC+MS00365
160,366,MS00366,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize LAC MS00366,Maize | Hybrid | LAC | Food | White | Tropical; Mid Altitude | Rainfed | Mid; Late,,Latin America and the Caribbean,Bolivia(364916); Mexico(1583799),1948715,Hybrid,Food,Mid Altitude; Tropical,Rainfed,Late; Mid,White,Current,Active,Maize LAC CIMMYT TPP00080,Maize CIMMYT BP00128,https://glomip.cgiar.org/market-segments/profile/Maize+LAC+MS00366
161,367,MS00367,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize LAC MS00367,Maize | Hybrid | LAC | Food | White | Tropical Lowlands | Rainfed | Mid; Late,,Latin America and the Caribbean,Colombia(258246); Ecuador(165077); El Salvador(179655); Guatemala(605564); Honduras(245590); Mexico(1524406); Nicaragua(189000); Panama(24106); Peru(62868); Venezuela(345595),3600107,Hybrid,Food,Tropical Lowlands,Rainfed,Late; Mid,White,Current,Active,Maize LAC CIMMYT TPP00078,Maize CIMMYT BP00127,https://glomip.cgiar.org/market-segments/profile/Maize+LAC+MS00367
162,368,MS00368,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize LAC MS00368,Maize | Hybrid | LAC | Feed | Yellow | Tropical; Mid Altitude | Rainfed | Mid; Late,,Latin America and the Caribbean,Bolivia(91229); Mexico(395950),487179,Hybrid,Feed,Mid Altitude; Tropical,Rainfed,Late; Mid,Yellow,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Maize+LAC+MS00368
163,369,MS00369,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize LAC MS00369,Maize | Hybrid | LAC | Feed | Yellow | Tropical Lowlands | Rainfed | Mid; Late,,Latin America and the Caribbean,Colombia(110677); Ecuador(70747); El Salvador(76008); Guatemala(254439); Honduras(103248); Mexico(643418); Nicaragua(80000); Panama(10331); Peru(32931); Venezuela(167172),1548971,Hybrid,Feed,Tropical Lowlands,Rainfed,Late; Mid,Yellow,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Maize+LAC+MS00369
170,376,MS00376,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize LAC MS00376,Maize | Hybrid | LAC | Food | Blue | Mid Altitude; Highlands | Rainfed | Mid,,Latin America and the Caribbean,Mexico(197975),197975,Hybrid,Food,Highlands; Mid Altitude,Rainfed,Mid,Blue,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Maize+LAC+MS00376
151,357,MS00357,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SA MS00357,Maize | Hybrid | SA | Food; Provit A Biofortified | Orange | Tropical Lowlands; Mid Altitude | Rainfed | Early; Mid; Late,,South Asia,,,Hybrid,Food; Provit A Biofortified,Mid Altitude; Tropical Lowlands,Rainfed,Early; Late; Mid,Orange,Future,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Maize+SA+MS00357
152,358,MS00358,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SA MS00358,Maize | Hybrid | SA | Food; High Zn Biofortified | White | Tropical Lowlands | Rainfed | Mid,,South Asia,,,Hybrid,Food; High Zn Biofortified,Tropical Lowlands,Rainfed,Mid,White,Future,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Maize+SA+MS00358
153,359,MS00359,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SA MS00359,Maize | Hybrid | SA | Food | White | Tropical Lowlands | Rainfed | Mid,,South Asia,India(82730); Pakistan(48161),130891,Hybrid,Food,Tropical Lowlands,Rainfed,Mid,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Maize+SA+MS00359
154,360,MS00360,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SA MS00360,Maize | Hybrid | SA | Food; Feed | Yellow | Tropical Lowlands; Semiarid Tropics | Rainfed | Mid,,South Asia,Bangladesh(215430); India(352781); Nepal(156516); Pakistan(525033),1249760,Hybrid,Feed; Food,Semiarid Tropics; Tropical Lowlands,Rainfed,Mid,Yellow,Current,Active,Maize SA CIMMYT TPP00085,Maize CIMMYT BP00036,https://glomip.cgiar.org/market-segments/profile/Maize+SA+MS00360
155,361,MS00361,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SA MS00361,Maize | Hybrid | SA | Food; Feed | Yellow | Tropical Lowlands | Rainfed | Mid,,South Asia,India(1571880); Pakistan(71159),1643039,Hybrid,Feed; Food,Tropical Lowlands,Rainfed,Mid,Yellow,Current,Active,Maize SA CIMMYT TPP00081,Maize CIMMYT BP00034,https://glomip.cgiar.org/market-segments/profile/Maize+SA+MS00361
156,362,MS00362,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SA MS00362,Maize | Hybrid | SA | Food; Feed | Yellow | Tropical Lowlands; Waterlogged | Rainfed | Mid,,South Asia,Bangladesh(215430); India(2166079); Nepal(681561); Pakistan(626728),3689798,Hybrid,Feed; Food,Tropical Lowlands; Waterlogged,Rainfed,Mid,Yellow,Current,Active,Maize SA CIMMYT TPP00083,Maize CIMMYT BP00035,https://glomip.cgiar.org/market-segments/profile/Maize+SA+MS00362
157,363,MS00363,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SA MS00363,Maize | Hybrid | SA | Food; Feed | White | Lowland Tropics; Semiarid Tropics | Rainfed | Mid,,South Asia,Bangladesh(11342); India(18567); Nepal(41177); Pakistan(48161),119247,Hybrid,Feed; Food,Lowland Tropics; Semiarid Tropics,Rainfed,Mid,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Maize+SA+MS00363
158,364,MS00364,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SA MS00364,Maize | Hybrid | SA | Food; Feed | White | Lowland Tropics; Waterlogged | Rainfed | Mid,,South Asia,Bangladesh(11342); India(114005); Nepal(41177); Pakistan(48161),214685,Hybrid,Feed; Food,Lowland Tropics; Waterlogged,Rainfed,Mid,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Maize+SA+MS00364
146,352,MS00352,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SAF MS00352,Maize | Hybrid | SAF | Food; Provit A Biofortified | Orange | Tropical Lowlands; Mid Altitude | Rainfed | Early; Mid; Late,,Southern Africa,,,Hybrid,Food; Provit A Biofortified,Mid Altitude; Tropical Lowlands,Rainfed,Early; Late; Mid,Orange,Future,Active,Maize MWI DARS TPP00501 ;Maize MWI DARS TPP00543 ;Maize ZWE DR&SS TPP00526 ;Maize MOZ IIAM TPP00593,Maize CIMMYT BP00040  ;Maize CIMMYT BP00040  ;Maize CIMMYT BP00040,https://glomip.cgiar.org/market-segments/profile/Maize+SAF+MS00352
147,353,MS00353,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SAF MS00353,Maize | Hybrid | SAF | Food; High Zn Biofortified | White | Tropical Lowlands; Mid Altitude | Rainfed | Late,,Southern Africa,,,Hybrid,Food; High Zn Biofortified,Mid Altitude; Tropical Lowlands,Rainfed,Late,White,Future,Active,Maize ZWE DR&SS TPP00531 ;Maize SAF CIMMYT TPP00095,Maize CIMMYT BP00032  ;Maize CIMMYT BP00037,https://glomip.cgiar.org/market-segments/profile/Maize+SAF+MS00353
148,354,MS00354,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SAF MS00354,Maize | Hybrid | SAF | Food | White | Dry; Wet; Mid Altitude; Transition Ecologies | Rainfed | Late,,Southern Africa,Malawi(223104); South Africa(262796); Zambia(208361); Zimbabwe(80470),774731,Hybrid,Food,Dry; Mid Altitude; Transition Ecologies; Wet,Rainfed,Late,White,Current,Active,Maize MWI DARS TPP00548 ;Maize ZMB ZARI (Zambia) TPP00538 ;Maize ZWE DR&SS TPP00527 ;Maize ZWE DR&SS TPP00528 ;Maize MOZ IIAM TPP00592,Maize CIMMYT BP00126  ;Maize CIMMYT BP00126  ;Maize CIMMYT BP00126  ;Maize CIMMYT BP00126  ;Maize CIMMYT BP00126,https://glomip.cgiar.org/market-segments/profile/Maize+SAF+MS00354
149,355,MS00355,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SAF MS00355,Maize | Hybrid | SAF | Food | White | Dry; Wet; Mid Altitude; Lowlands | Rainfed | Very Early; Early,,Southern Africa,Malawi(185474); Mozambique(1294337); South Africa(1322670); Zambia(64733); Zimbabwe(392865),3260079,Hybrid,Food,Dry; Lowlands; Mid Altitude; Wet,Rainfed,Early; Very Early,White,Current,Active,Maize MWI DARS TPP00500 ;Maize SAF CIMMYT TPP00076 ;Maize MWI DARS TPP00541 ;Maize ZMB ZARI (Zambia) TPP00534 ;Maize ZMB ZARI (Zambia) TPP00535 ;Maize ZWE DR&SS TPP00524 ;Maize ZWE DR&SS TPP00525 ;Maize MOZ IIAM TPP00588 ;Maize MOZ IIAM TPP00589,Maize CIMMYT BP00033  ;Maize CIMMYT BP00033  ;Maize CIMMYT BP00033  ;Maize CIMMYT BP00033  ;Maize CIMMYT BP00033  ;Maize CIMMYT BP00033  ;Maize CIMMYT BP00033  ;Maize CIMMYT BP00033,https://glomip.cgiar.org/market-segments/profile/Maize+SAF+MS00355
150,356,MS00356,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SAF MS00356,Maize | Hybrid | SAF | Food | White | Dry; Wet; Mid Altitude; Transition Ecologies | Rainfed | Mid,,Southern Africa,Malawi(1171274); Mozambique(467693); South Africa(1047707); Zambia(833445); Zimbabwe(422486),3942605,Hybrid,Food,Dry; Mid Altitude; Transition Ecologies; Wet,Rainfed,Mid,White,Current,Active,Maize MOZ IIAM TPP00591 ;Maize MWI DARS TPP00542 ;Maize ZMB ZARI (Zambia) TPP00540 ;Maize MWI DARS TPP00545 ;Maize MWI DARS TPP00546 ;Maize ZMB ZARI (Zambia) TPP00537 ;Maize ZWE DR&SS TPP00529 ;Maize ZWE DR&SS TPP00530 ;Maize ZWE DR&SS TPP00532 ;Maize SAF CIMMYT TPP00074 ;Maize ZMB ZARI (Zambia) TPP00539,Maize CIMMYT BP00032  ;Maize CIMMYT BP00032  ;Maize CIMMYT BP00032  ;Maize CIMMYT BP00032  ;Maize CIMMYT BP00032  ;Maize CIMMYT BP00032  ;Maize CIMMYT BP00032  ;Maize CIMMYT BP00032  ;Maize CIMMYT BP00032  ;Maize CIMMYT BP00032  ;Maize CIMMYT BP00040,https://glomip.cgiar.org/market-segments/profile/Maize+SAF+MS00356
667,1335,MS01335,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SAF MS01335,Maize | Non-Hybrid | SAF | Food | White | Dry; Wet; Mid Altitude; Transition Ecologies | Rainfed | Mid,,Southern Africa,Mozambique(1000000),1000000,Non-Hybrid,Food,Dry; Mid Altitude; Transition Ecologies; Wet,Rainfed,Mid,White,Current,Active,Maize MOZ IIAM TPP00590,,https://glomip.cgiar.org/market-segments/profile/Maize+SAF+MS01335
140,346,MS00346,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SEA MS00346,Maize | Hybrid | SEA | Food; Feed | Yellow | Semiarid Tropics; Tropical Lowlands | Rainfed | Mid,,South East Asia,Indonesia(358351); Vietnam(91185),449536,Hybrid,Feed; Food,Semiarid Tropics; Tropical Lowlands,Rainfed,Mid,Yellow,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Maize+SEA+MS00346
141,347,MS00347,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SEA MS00347,Maize | Hybrid | SEA | Food; Feed | Yellow | Tropical Lowlands | Rainfed | Mid,,South East Asia,Indonesia(179175); Myanmar(113521); Thailand(166073); Vietnam(45592),504361,Hybrid,Feed; Food,Tropical Lowlands,Rainfed,Mid,Yellow,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Maize+SEA+MS00347
142,348,MS00348,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SEA MS00348,Maize | Hybrid | SEA | Food; Feed | Yellow | Waterlogged; Tropical Lowlands | Rainfed | Mid,,South East Asia,Indonesia(537526); Myanmar(94601); Thailand(184526); Vietnam(136777),953430,Hybrid,Feed; Food,Tropical Lowlands; Waterlogged,Rainfed,Mid,Yellow,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Maize+SEA+MS00348
143,349,MS00349,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SEA MS00349,Maize | Hybrid | SEA | Food; Feed | White | Semiarid Tropics; Lowland Tropics | Rainfed | Mid,,South East Asia,Indonesia(18861); Vietnam(4799),23660,Hybrid,Feed; Food,Lowland Tropics; Semiarid Tropics,Rainfed,Mid,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Maize+SEA+MS00349
144,350,MS00350,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SEA MS00350,Maize | Hybrid | SEA | Food; Feed | White | Lowland Tropics | Rainfed | Mid,,South East Asia,Indonesia(9430); Myanmar(5975); Thailand(8741); Vietnam(2400),26546,Hybrid,Feed; Food,Lowland Tropics,Rainfed,Mid,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Maize+SEA+MS00350
145,351,MS00351,,Maize,Cereals,No Germplasm Type,CIMMYT,Maize SEA MS00351,Maize | Hybrid | SEA | Food; Feed | White | Waterlogged; Lowland Tropics | Rainfed | Mid,,South East Asia,Indonesia(28291); Myanmar(4979); Thailand(9712); Vietnam(7199),50181,Hybrid,Feed; Food,Lowland Tropics; Waterlogged,Rainfed,Mid,White,Current,Active,-,-,https://glomip.cgiar.org/market-segments/profile/Maize+SEA+MS00351
441,859,MS00859,,Maize,Cereals,No Germplasm Type,IITA,Maize WAF MS00859,Maize | Non-Hybrid | WAF | Food; Feed | Orange | All relevant production environments | Rainfed | Extra-early; Early,,West Africa,Benin(34293); Mali(78897); Nigeria(52689); Togo(11410),177289,Non-Hybrid,Feed; Food,All relevant production environments,Rainfed,Early; Extra-early,Orange,Current,Active,Maize WAF IITA TPP00204,Maize IITA BP00087,https://glomip.cgiar.org/market-segments/profile/Maize+WAF+MS00859
442,860,MS00860,,Maize,Cereals,No Germplasm Type,IITA,Maize WAF MS00860,Maize | Hybrid | WAF | Food; Feed | Orange | All relevant production environments | Rainfed | Extra-early; Early,,West Africa,Nigeria(345408),345408,Hybrid,Feed; Food,All relevant production environments,Rainfed,Early; Extra-early,Orange,Current,Active,Maize WAF IITA TPP00205,Maize IITA BP00087,https://glomip.cgiar.org/market-segments/profile/Maize+WAF+MS00860
443,861,MS00861,,Maize,Cereals,No Germplasm Type,IITA,Maize WAF MS00861,Maize | Non-Hybrid | WAF | Food; Feed | Orange | All relevant production environments | Rainfed | Mid; Late,,West Africa,Ghana(5201); Mali(38860); Nigeria(480058),524119,Non-Hybrid,Feed; Food,All relevant production environments,Rainfed,Late; Mid,Orange,Current,Active,Maize WAF IITA TPP00220,Maize IITA BP00089,https://glomip.cgiar.org/market-segments/profile/Maize+WAF+MS00861
444,862,MS00862,,Maize,Cereals,No Germplasm Type,IITA,Maize WAF MS00862,Maize | Hybrid | WAF | Food; Feed | Orange | All relevant production environments | Rainfed | Mid; Late,,West Africa,Ghana(5201),5201,Hybrid,Feed; Food,All relevant production environments,Rainfed,Late; Mid,Orange,Current,Active,Maize WAF IITA TPP00221,Maize IITA BP00089,https://glomip.cgiar.org/market-segments/profile/Maize+WAF+MS00862
445,863,MS00863,,Maize,Cereals,No Germplasm Type,IITA,Maize WAF MS00863,Maize | Non-Hybrid | WAF | Food; Feed | White | All relevant production environments | Rainfed | Extra-early; Early,,West Africa,Benin(457243); Burkina Faso(533121); Ghana(232988); Mali(313231); Nigeria(1252835); Togo(476236),3265654,Non-Hybrid,Feed; Food,All relevant production environments,Rainfed,Early; Extra-early,White,Current,Active,Maize WAF IITA TPP00214,Maize IITA BP00088,https://glomip.cgiar.org/market-segments/profile/Maize+WAF+MS00863
446,864,MS00864,,Maize,Cereals,No Germplasm Type,IITA,Maize WAF MS00864,Maize | Hybrid | WAF | Food; Feed | White | All relevant production environments | Rainfed | Extra-early; Early,,West Africa,Ghana(58247); Nigeria(802048),860295,Hybrid,Feed; Food,All relevant production environments,Rainfed,Early; Extra-early,White,Current,Active,Maize WAF IITA TPP00215,Maize IITA BP00088,https://glomip.cgiar.org/market-segments/profile/Maize+WAF+MS00864
447,865,MS00865,,Maize,Cereals,No Germplasm Type,IITA,Maize WAF MS00865,Maize | Non-Hybrid | WAF | Food; Feed | White | All relevant production environments | Rainfed | Mid; Late,,West Africa,Benin(457243); Burkina Faso(150367); Ghana(349482); Mali(125999); Nigeria(1176728); Senegal(55929); Togo(204815),2520563,Non-Hybrid,Feed; Food,All relevant production environments,Rainfed,Late; Mid,White,Current,Active,Maize WAF IITA TPP00230,Maize IITA BP00090,https://glomip.cgiar.org/market-segments/profile/Maize+WAF+MS00865
448,866,MS00866,,Maize,Cereals,No Germplasm Type,IITA,Maize WAF MS00866,Maize | Hybrid | WAF | Food; Feed | White | All relevant production environments | Rainfed | Mid; Late,,West Africa,Ghana(87371); Mali(31794); Nigeria(878155),997320,Hybrid,Feed; Food,All relevant production environments,Rainfed,Late; Mid,White,Current,Active,Maize WAF IITA TPP00231,Maize IITA BP00090,https://glomip.cgiar.org/market-segments/profile/Maize+WAF+MS00866
449,867,MS00867,,Maize,Cereals,No Germplasm Type,IITA,Maize WAF MS00867,Maize | Non-Hybrid | WAF | Food; Feed | Yellow | All relevant production environments | Rainfed | Extra-early; Early,,West Africa,Benin(194328); Burkina Faso(99594); Ghana(96732); Mali(314409); Nigeria(187340); Senegal(78300),970703,Non-Hybrid,Feed; Food,All relevant production environments,Rainfed,Early; Extra-early,Yellow,Current,Active,Maize WAF IITA TPP00202,Maize IITA BP00087,https://glomip.cgiar.org/market-segments/profile/Maize+WAF+MS00867
450,868,MS00868,,Maize,Cereals,No Germplasm Type,IITA,Maize WAF MS00868,Maize | Hybrid | WAF | Food; Feed | Yellow | All relevant production environments | Rainfed | Extra-early; Early,,West Africa,Ghana(23923); Mali(78897); Nigeria(117087),219907,Hybrid,Feed; Food,All relevant production environments,Rainfed,Early; Extra-early,Yellow,Current,Active,Maize WAF IITA TPP00203,Maize IITA BP00087,https://glomip.cgiar.org/market-segments/profile/Maize+WAF+MS00868
451,869,MS00869,,Maize,Cereals,No Germplasm Type,IITA,Maize WAF MS00869,Maize | Non-Hybrid | WAF | Food; Feed | Yellow | All relevant production environments | Rainfed | Mid; Late,,West Africa,Burkina Faso(193329); Ghana(144578); Mali(156616); Nigeria(327845); Senegal(52200); Togo(20681),895249,Non-Hybrid,Feed; Food,All relevant production environments,Rainfed,Late; Mid,Yellow,Current,Active,Maize WAF IITA TPP00218,Maize IITA BP00089,https://glomip.cgiar.org/market-segments/profile/Maize+WAF+MS00869
452,870,MS00870,,Maize,Cereals,No Germplasm Type,IITA,Maize WAF MS00870,Maize | Hybrid | WAF | Food; Feed | Yellow | All relevant production environments | Rainfed | Mid; Late,,West Africa,Ghana(36404); Mali(38860); Nigeria(234175),309439,Hybrid,Feed; Food,All relevant production environments,Rainfed,Late; Mid,Yellow,Current,Active,Maize WAF IITA TPP00219,Maize IITA BP00089,https://glomip.cgiar.org/market-segments/profile/Maize+WAF+MS00870
